State,Gender,Year,Name,Count
AK,F,2017,Emma,57
AK,F,2017,Olivia,56
AK,F,2017,Aurora,40
AK,F,2017,Isabella,39
AK,F,2017,Sophia,35
AK,F,2017,Evelyn,34
AK,F,2017,Amelia,33
AK,F,2017,Ava,33
AK,F,2017,Abigail,31
AK,M,2017,James,47
AK,M,2017,Liam,46
AK,M,2017,Wyatt,40
AK,M,2017,Oliver,38
AK,M,2017,William,38
AK,M,2017,Noah,37
AK,M,2017,Logan,36
AK,M,2017,Elijah,34
AK,M,2017,Benjamin,33
AK,M,2017,Mason,33
AK,M,2017,Samuel,33
AK,M,2017,Ethan,32
AK,M,2017,Henry,32
AK,M,2017,Ezekiel,31
AK,M,2017,Lucas,31
AK,M,2017,Michael,31
AL,F,2017,Ava,359
AL,F,2017,Olivia,300
AL,F,2017,Emma,241
AL,F,2017,Harper,192
AL,F,2017,Amelia,191
AL,F,2017,Elizabeth,189
AL,F,2017,Charlotte,157
AL,F,2017,Avery,151
AL,F,2017,Ella,145
AL,F,2017,Evelyn,144
AL,F,2017,Isabella,144
AL,F,2017,Abigail,142
AL,F,2017,Madison,135
AL,F,2017,Sophia,135
AL,F,2017,Paisley,133
AL,F,2017,Chloe,131
AL,F,2017,Brooklyn,130
AL,F,2017,Mary,128
AL,F,2017,Addison,122
AL,F,2017,Emily,122
AL,F,2017,Lillian,121
AL,F,2017,Caroline,116
AL,F,2017,Layla,116
AL,F,2017,Zoey,116
AL,F,2017,Skylar,113
AL,F,2017,Sadie,109
AL,F,2017,Aubrey,102
AL,F,2017,Kinsley,102
AL,F,2017,Scarlett,100
AL,F,2017,Savannah,91
AL,F,2017,Anna,89
AL,F,2017,Lily,89
AL,F,2017,Madelyn,86
AL,F,2017,Riley,86
AL,F,2017,Aubree,85
AL,F,2017,Khloe,84
AL,F,2017,Lucy,84
AL,F,2017,Ryleigh,84
AL,F,2017,Stella,83
AL,F,2017,Mia,82
AL,F,2017,Nevaeh,81
AL,F,2017,Serenity,80
AL,F,2017,Audrey,79
AL,F,2017,Ellie,75
AL,F,2017,Hannah,74
AL,F,2017,Sarah,74
AL,F,2017,Piper,72
AL,F,2017,Aria,71
AL,F,2017,Bella,69
AL,F,2017,London,67
AL,F,2017,Eleanor,64
AL,F,2017,Natalie,64
AL,F,2017,Nora,62
AL,F,2017,Adalynn,60
AL,F,2017,Harmony,60
AL,F,2017,Naomi,60
AL,F,2017,Kylie,59
AL,F,2017,Sofia,59
AL,F,2017,Adeline,58
AL,F,2017,Kennedy,58
AL,F,2017,Grace,57
AL,F,2017,Nova,57
AL,F,2017,Peyton,57
AL,F,2017,Autumn,56
AL,F,2017,Bailey,56
AL,F,2017,Journee,56
AL,F,2017,Katherine,56
AL,F,2017,Londyn,56
AL,F,2017,Lydia,56
AL,F,2017,Zoe,56
AL,F,2017,Genesis,55
AL,F,2017,Hadley,55
AL,F,2017,Hazel,55
AL,F,2017,Raelynn,55
AL,F,2017,Rylee,55
AL,F,2017,Kaylee,54
AL,F,2017,Emery,53
AL,F,2017,Victoria,53
AL,F,2017,Willow,53
AL,F,2017,Ivy,52
AL,F,2017,Margaret,51
AL,F,2017,Mckenzie,51
AL,F,2017,Taylor,51
AL,F,2017,Eva,49
AL,F,2017,Aaliyah,48
AL,F,2017,Arianna,47
AL,F,2017,Trinity,47
AL,F,2017,Allison,46
AL,F,2017,Everly,46
AL,F,2017,Penelope,46
AL,F,2017,Blakely,45
AL,F,2017,Morgan,45
AL,F,2017,Ruby,45
AL,F,2017,Adalyn,44
AL,F,2017,Aurora,44
AL,F,2017,Maria,44
AL,F,2017,Isabelle,43
AL,F,2017,Violet,43
AL,F,2017,Finley,41
AL,F,2017,Alice,40
AL,F,2017,Luna,40
AL,F,2017,Mackenzie,40
AL,F,2017,Charlie,39
AL,F,2017,Cora,39
AL,F,2017,Harley,39
AL,F,2017,Lauren,39
AL,F,2017,Payton,39
AL,F,2017,Raelyn,39
AL,F,2017,Alaina,38
AL,F,2017,Charleigh,38
AL,F,2017,Eden,38
AL,F,2017,Kensley,38
AL,F,2017,Reagan,38
AL,F,2017,Vivian,38
AL,F,2017,Faith,37
AL,F,2017,Paris,37
AL,F,2017,Claire,36
AL,F,2017,Emerson,36
AL,F,2017,Emilia,36
AL,F,2017,Everleigh,36
AL,F,2017,Gabriella,36
AL,F,2017,Mckinley,36
AL,F,2017,Presley,36
AL,F,2017,Adaline,35
AL,F,2017,Ariana,35
AL,F,2017,Maggie,35
AL,F,2017,Alyssa,34
AL,F,2017,Brynlee,34
AL,F,2017,Clara,34
AL,F,2017,Jordyn,34
AL,F,2017,Lilly,34
AL,F,2017,Millie,34
AL,F,2017,Eliza,33
AL,F,2017,Mila,33
AL,F,2017,Anne,32
AL,F,2017,Brooklynn,32
AL,F,2017,Isla,32
AL,F,2017,Kendall,32
AL,F,2017,Kennedi,32
AL,F,2017,Saylor,32
AL,F,2017,Alexis,31
AL,F,2017,Camille,31
AL,F,2017,Emory,31
AL,F,2017,Jade,31
AL,F,2017,Kyleigh,31
AL,F,2017,Laila,31
AL,F,2017,Lyla,31
AL,F,2017,Madeline,31
AL,M,2017,William,401
AL,M,2017,James,317
AL,M,2017,Elijah,303
AL,M,2017,John,297
AL,M,2017,Noah,254
AL,M,2017,Mason,241
AL,M,2017,Liam,213
AL,M,2017,Samuel,205
AL,M,2017,Jackson,197
AL,M,2017,Grayson,193
AL,M,2017,Carter,186
AL,M,2017,Jaxon,182
AL,M,2017,Aiden,174
AL,M,2017,Michael,174
AL,M,2017,Jacob,173
AL,M,2017,Logan,171
AL,M,2017,Bryson,165
AL,M,2017,Wyatt,156
AL,M,2017,Joshua,151
AL,M,2017,Luke,150
AL,M,2017,Thomas,150
AL,M,2017,Joseph,146
AL,M,2017,Ethan,145
AL,M,2017,Oliver,145
AL,M,2017,Levi,143
AL,M,2017,Christopher,142
AL,M,2017,Benjamin,138
AL,M,2017,Easton,136
AL,M,2017,Henry,134
AL,M,2017,Carson,130
AL,M,2017,Jayden,130
AL,M,2017,Charles,129
AL,M,2017,Daniel,125
AL,M,2017,David,122
AL,M,2017,Alexander,120
AL,M,2017,Josiah,118
AL,M,2017,Sawyer,117
AL,M,2017,Landon,115
AL,M,2017,Asher,114
AL,M,2017,Colton,114
AL,M,2017,Gabriel,114
AL,M,2017,Matthew,112
AL,M,2017,Andrew,111
AL,M,2017,Christian,110
AL,M,2017,Eli,110
AL,M,2017,Jeremiah,110
AL,M,2017,Lucas,110
AL,M,2017,Kingston,106
AL,M,2017,Hunter,105
AL,M,2017,Jonathan,105
AL,M,2017,Hudson,104
AL,M,2017,Braxton,103
AL,M,2017,Jace,102
AL,M,2017,Brayden,101
AL,M,2017,Isaiah,101
AL,M,2017,Owen,101
AL,M,2017,Lincoln,100
AL,M,2017,Cameron,99
AL,M,2017,Robert,99
AL,M,2017,Caleb,98
AL,M,2017,Micah,96
AL,M,2017,Dylan,94
AL,M,2017,Greyson,93
AL,M,2017,Cooper,91
AL,M,2017,Isaac,91
AL,M,2017,Karter,90
AL,M,2017,Bentley,88
AL,M,2017,Jordan,88
AL,M,2017,Ayden,86
AL,M,2017,Jack,86
AL,M,2017,Connor,84
AL,M,2017,Ashton,83
AL,M,2017,Kayden,82
AL,M,2017,Anthony,80
AL,M,2017,Karson,80
AL,M,2017,Dawson,77
AL,M,2017,Jaxson,77
AL,M,2017,Ryan,77
AL,M,2017,Tristan,77
AL,M,2017,Kaiden,76
AL,M,2017,Austin,75
AL,M,2017,Parker,73
AL,M,2017,Jayce,72
AL,M,2017,Brantley,71
AL,M,2017,Nolan,70
AL,M,2017,Ezra,66
AL,M,2017,Nathan,66
AL,M,2017,Rhett,66
AL,M,2017,Brandon,65
AL,M,2017,Harrison,65
AL,M,2017,Malachi,65
AL,M,2017,River,65
AL,M,2017,Tucker,64
AL,M,2017,Aaron,63
AL,M,2017,Chase,61
AL,M,2017,Maddox,61
AL,M,2017,King,60
AL,M,2017,Sebastian,60
AL,M,2017,Weston,59
AL,M,2017,Evan,58
AL,M,2017,Silas,58
AL,M,2017,Waylon,58
AL,M,2017,Messiah,56
AL,M,2017,Tyler,56
AL,M,2017,Hayden,55
AL,M,2017,Preston,55
AL,M,2017,Julian,54
AL,M,2017,Maverick,53
AL,M,2017,Axel,52
AL,M,2017,Timothy,52
AL,M,2017,Ryder,51
AL,M,2017,Barrett,50
AL,M,2017,Kaleb,50
AL,M,2017,Rowan,50
AL,M,2017,Dallas,49
AL,M,2017,Adrian,48
AL,M,2017,Amir,48
AL,M,2017,Beau,48
AL,M,2017,Gunner,48
AL,M,2017,Judah,48
AL,M,2017,Richard,48
AL,M,2017,Ryker,48
AL,M,2017,Walker,48
AL,M,2017,Camden,47
AL,M,2017,Amari,46
AL,M,2017,Bennett,46
AL,M,2017,Eric,45
AL,M,2017,Jase,45
AL,M,2017,Jason,45
AL,M,2017,Justin,45
AL,M,2017,Zion,45
AL,M,2017,Everett,44
AL,M,2017,Rylan,44
AL,M,2017,Nicholas,43
AL,M,2017,Zachary,43
AL,M,2017,Ezekiel,42
AL,M,2017,Gavin,42
AL,M,2017,Ian,42
AL,M,2017,Kyler,42
AL,M,2017,Kameron,41
AL,M,2017,Kyrie,41
AL,M,2017,Braylon,40
AL,M,2017,Major,40
AL,M,2017,Remington,40
AL,M,2017,Zayden,40
AL,M,2017,Kaden,39
AL,M,2017,Lawson,39
AL,M,2017,Xavier,39
AL,M,2017,Adam,38
AL,M,2017,Brody,38
AL,M,2017,Brooks,38
AL,M,2017,George,38
AL,M,2017,Grady,38
AL,M,2017,Jonah,38
AL,M,2017,Bradley,37
AL,M,2017,Braylen,37
AL,M,2017,Emmett,37
AL,M,2017,Jaiden,37
AL,M,2017,Jameson,37
AL,M,2017,Jose,37
AL,M,2017,Kenneth,37
AL,M,2017,Paxton,37
AL,M,2017,Roman,37
AL,M,2017,Avery,36
AL,M,2017,Elias,36
AL,M,2017,Jasper,36
AL,M,2017,Jaylen,36
AL,M,2017,Juan,36
AL,M,2017,Peyton,36
AL,M,2017,Tanner,36
AL,M,2017,Abel,35
AL,M,2017,Cole,35
AL,M,2017,Declan,35
AL,M,2017,Nathaniel,35
AL,M,2017,Angel,34
AL,M,2017,Chance,34
AL,M,2017,Jayceon,34
AL,M,2017,Miles,34
AL,M,2017,Anderson,33
AL,M,2017,Antonio,33
AL,M,2017,Caiden,33
AL,M,2017,Kayson,33
AL,M,2017,Kevin,33
AL,M,2017,Clayton,32
AL,M,2017,Diego,32
AL,M,2017,Princeton,32
AL,M,2017,Steven,32
AL,M,2017,Alex,31
AL,M,2017,Caden,31
AL,M,2017,Cohen,31
AL,M,2017,Corbin,31
AL,M,2017,Legend,31
AL,M,2017,Marcus,31
AL,M,2017,Mateo,31
AL,M,2017,Patrick,31
AL,M,2017,Wesley,31
AR,F,2017,Emma,178
AR,F,2017,Olivia,156
AR,F,2017,Ava,151
AR,F,2017,Harper,140
AR,F,2017,Isabella,109
AR,F,2017,Paisley,109
AR,F,2017,Amelia,99
AR,F,2017,Sophia,99
AR,F,2017,Abigail,97
AR,F,2017,Elizabeth,95
AR,F,2017,Charlotte,93
AR,F,2017,Evelyn,89
AR,F,2017,Mia,86
AR,F,2017,Ella,83
AR,F,2017,Brooklyn,80
AR,F,2017,Avery,76
AR,F,2017,Aubrey,75
AR,F,2017,Chloe,68
AR,F,2017,Madison,68
AR,F,2017,Scarlett,68
AR,F,2017,Lillian,66
AR,F,2017,Addison,65
AR,F,2017,Caroline,61
AR,F,2017,Natalie,60
AR,F,2017,Emily,56
AR,F,2017,Hazel,56
AR,F,2017,Layla,55
AR,F,2017,Serenity,55
AR,F,2017,Zoey,55
AR,F,2017,Aria,54
AR,F,2017,Willow,54
AR,F,2017,Piper,53
AR,F,2017,Aubree,52
AR,F,2017,Lily,52
AR,F,2017,Emery,50
AR,F,2017,Nora,49
AR,F,2017,Skylar,49
AR,F,2017,Savannah,48
AR,F,2017,Stella,48
AR,F,2017,Nova,47
AR,F,2017,Rylee,47
AR,F,2017,Anna,46
AR,F,2017,Ellie,46
AR,F,2017,Grace,46
AR,F,2017,Hannah,46
AR,F,2017,Ruby,46
AR,F,2017,Ryleigh,46
AR,F,2017,Bella,45
AR,F,2017,Hadley,45
AR,F,2017,Kinsley,45
AR,F,2017,Riley,45
AR,F,2017,Sadie,45
AR,F,2017,Sofia,45
AR,F,2017,Audrey,44
AR,F,2017,Adalynn,43
AR,F,2017,Blakely,43
AR,F,2017,Claire,43
AR,F,2017,Kennedy,43
AR,F,2017,Lucy,43
AR,F,2017,Lydia,42
AR,F,2017,Allison,41
AR,F,2017,Aurora,41
AR,F,2017,Penelope,41
AR,F,2017,Victoria,41
AR,F,2017,Eleanor,40
AR,F,2017,Khloe,40
AR,F,2017,Autumn,39
AR,F,2017,Alexa,38
AR,F,2017,Luna,37
AR,F,2017,Camila,36
AR,F,2017,Taylor,36
AR,F,2017,Annabelle,35
AR,F,2017,Ivy,35
AR,F,2017,Peyton,35
AR,F,2017,Lilly,34
AR,F,2017,Presley,34
AR,F,2017,Bailey,33
AR,F,2017,Josie,33
AR,F,2017,Adeline,32
AR,F,2017,Mackenzie,32
AR,F,2017,Naomi,32
AR,F,2017,Nevaeh,32
AR,F,2017,Brynlee,31
AR,F,2017,Finley,31
AR,F,2017,Kylie,31
AR,F,2017,Violet,31
AR,F,2017,Zoe,31
AR,M,2017,Elijah,173
AR,M,2017,William,146
AR,M,2017,Noah,142
AR,M,2017,Liam,134
AR,M,2017,Mason,127
AR,M,2017,James,123
AR,M,2017,John,120
AR,M,2017,Oliver,119
AR,M,2017,Carter,118
AR,M,2017,Samuel,113
AR,M,2017,Wyatt,111
AR,M,2017,Grayson,108
AR,M,2017,Benjamin,107
AR,M,2017,Gabriel,107
AR,M,2017,Logan,106
AR,M,2017,Jackson,104
AR,M,2017,Henry,101
AR,M,2017,Jaxon,94
AR,M,2017,Michael,93
AR,M,2017,Aiden,91
AR,M,2017,Asher,91
AR,M,2017,Sawyer,91
AR,M,2017,Christopher,90
AR,M,2017,Luke,88
AR,M,2017,Alexander,87
AR,M,2017,Braxton,86
AR,M,2017,Lincoln,86
AR,M,2017,Bentley,84
AR,M,2017,Easton,81
AR,M,2017,David,79
AR,M,2017,Charles,77
AR,M,2017,Eli,77
AR,M,2017,Jacob,76
AR,M,2017,Matthew,76
AR,M,2017,Joshua,75
AR,M,2017,Kingston,74
AR,M,2017,Thomas,74
AR,M,2017,Greyson,71
AR,M,2017,Isaiah,71
AR,M,2017,Hudson,70
AR,M,2017,Hunter,70
AR,M,2017,Ethan,68
AR,M,2017,Jayden,68
AR,M,2017,Joseph,68
AR,M,2017,Owen,68
AR,M,2017,Isaac,67
AR,M,2017,Levi,64
AR,M,2017,Christian,63
AR,M,2017,Landon,63
AR,M,2017,Jace,61
AR,M,2017,Robert,60
AR,M,2017,Bryson,59
AR,M,2017,Sebastian,59
AR,M,2017,Beau,58
AR,M,2017,Daniel,58
AR,M,2017,Lucas,58
AR,M,2017,Cooper,57
AR,M,2017,Kayden,57
AR,M,2017,Brayden,56
AR,M,2017,Jack,56
AR,M,2017,Rhett,56
AR,M,2017,Connor,55
AR,M,2017,Andrew,53
AR,M,2017,Jonathan,53
AR,M,2017,Maddox,53
AR,M,2017,Cameron,52
AR,M,2017,Aaron,51
AR,M,2017,Ayden,51
AR,M,2017,Ezra,51
AR,M,2017,Josiah,50
AR,M,2017,Maverick,50
AR,M,2017,Carson,49
AR,M,2017,Colton,49
AR,M,2017,Parker,49
AR,M,2017,Waylon,49
AR,M,2017,Ryker,48
AR,M,2017,Silas,48
AR,M,2017,Anthony,47
AR,M,2017,Jaxson,47
AR,M,2017,Jeremiah,47
AR,M,2017,Jordan,47
AR,M,2017,Ryder,47
AR,M,2017,Weston,47
AR,M,2017,Hayden,45
AR,M,2017,Ryan,45
AR,M,2017,Tristan,45
AR,M,2017,Austin,44
AR,M,2017,Axel,43
AR,M,2017,Brantley,43
AR,M,2017,Caleb,43
AR,M,2017,Tucker,43
AR,M,2017,Jasper,42
AR,M,2017,Abel,41
AR,M,2017,Kaden,41
AR,M,2017,Theodore,41
AR,M,2017,Ezekiel,40
AR,M,2017,Julian,40
AR,M,2017,Dawson,39
AR,M,2017,Nathan,39
AR,M,2017,River,39
AR,M,2017,Kaiden,38
AR,M,2017,Karter,38
AR,M,2017,Xavier,38
AR,M,2017,Adrian,37
AR,M,2017,Miles,37
AR,M,2017,Rowan,37
AR,M,2017,Dylan,36
AR,M,2017,Jose,36
AR,M,2017,Wesley,36
AR,M,2017,Beckett,35
AR,M,2017,Bennett,35
AR,M,2017,Harrison,35
AR,M,2017,Jameson,35
AR,M,2017,Nolan,35
AR,M,2017,Evan,34
AR,M,2017,Ian,34
AR,M,2017,Micah,34
AR,M,2017,Barrett,33
AR,M,2017,Brandon,33
AR,M,2017,Chase,33
AR,M,2017,Jax,33
AR,M,2017,Gunner,32
AR,M,2017,Brody,31
AR,M,2017,Jett,31
AR,M,2017,Justin,31
AR,M,2017,Paxton,31
AZ,F,2017,Emma,447
AZ,F,2017,Isabella,406
AZ,F,2017,Olivia,397
AZ,F,2017,Mia,384
AZ,F,2017,Sophia,377
AZ,F,2017,Ava,263
AZ,F,2017,Evelyn,263
AZ,F,2017,Emily,252
AZ,F,2017,Amelia,249
AZ,F,2017,Charlotte,243
AZ,F,2017,Victoria,240
AZ,F,2017,Scarlett,233
AZ,F,2017,Sofia,233
AZ,F,2017,Camila,212
AZ,F,2017,Abigail,209
AZ,F,2017,Penelope,207
AZ,F,2017,Harper,195
AZ,F,2017,Mila,181
AZ,F,2017,Aria,178
AZ,F,2017,Luna,159
AZ,F,2017,Madison,159
AZ,F,2017,Elizabeth,154
AZ,F,2017,Avery,140
AZ,F,2017,Ella,140
AZ,F,2017,Grace,140
AZ,F,2017,Natalie,140
AZ,F,2017,Elena,139
AZ,F,2017,Ximena,138
AZ,F,2017,Lily,136
AZ,F,2017,Zoey,134
AZ,F,2017,Addison,128
AZ,F,2017,Aurora,127
AZ,F,2017,Riley,125
AZ,F,2017,Genesis,123
AZ,F,2017,Chloe,119
AZ,F,2017,Violet,118
AZ,F,2017,Aaliyah,117
AZ,F,2017,Samantha,117
AZ,F,2017,Layla,116
AZ,F,2017,Brooklyn,113
AZ,F,2017,Paisley,110
AZ,F,2017,Aubrey,109
AZ,F,2017,Zoe,108
AZ,F,2017,Allison,107
AZ,F,2017,Lillian,107
AZ,F,2017,Arianna,106
AZ,F,2017,Melanie,106
AZ,F,2017,Ellie,104
AZ,F,2017,Valentina,103
AZ,F,2017,Quinn,102
AZ,F,2017,Nora,100
AZ,F,2017,Alexa,99
AZ,F,2017,Savannah,99
AZ,F,2017,Kinsley,97
AZ,F,2017,Audrey,96
AZ,F,2017,Hannah,96
AZ,F,2017,Stella,95
AZ,F,2017,Leilani,93
AZ,F,2017,Hazel,92
AZ,F,2017,Maya,92
AZ,F,2017,Gianna,91
AZ,F,2017,Leah,90
AZ,F,2017,Lucy,89
AZ,F,2017,Nevaeh,89
AZ,F,2017,Bella,88
AZ,F,2017,Natalia,88
AZ,F,2017,Ariana,87
AZ,F,2017,Kennedy,87
AZ,F,2017,Jade,85
AZ,F,2017,Maria,83
AZ,F,2017,Ruby,83
AZ,F,2017,Alice,82
AZ,F,2017,Claire,82
AZ,F,2017,Delilah,82
AZ,F,2017,Eliana,82
AZ,F,2017,Brielle,81
AZ,F,2017,Naomi,81
AZ,F,2017,Emilia,80
AZ,F,2017,Serenity,77
AZ,F,2017,Adeline,76
AZ,F,2017,Athena,76
AZ,F,2017,Everly,75
AZ,F,2017,Hailey,75
AZ,F,2017,Liliana,75
AZ,F,2017,Madelyn,71
AZ,F,2017,Gabriella,70
AZ,F,2017,Kaylee,70
AZ,F,2017,Ivy,69
AZ,F,2017,Cora,68
AZ,F,2017,Jocelyn,68
AZ,F,2017,Sarah,68
AZ,F,2017,Anna,67
AZ,F,2017,Daleyza,67
AZ,F,2017,Eva,67
AZ,F,2017,Willow,67
AZ,F,2017,Arya,66
AZ,F,2017,Sadie,66
AZ,F,2017,Ariel,65
AZ,F,2017,Isabelle,64
AZ,F,2017,Eleanor,62
AZ,F,2017,Nova,62
AZ,F,2017,Rylee,62
AZ,F,2017,Amaya,61
AZ,F,2017,Lyla,61
AZ,F,2017,Piper,60
AZ,F,2017,Alyssa,59
AZ,F,2017,Melody,59
AZ,F,2017,Isla,57
AZ,F,2017,Jasmine,57
AZ,F,2017,Mackenzie,57
AZ,F,2017,Autumn,56
AZ,F,2017,Emery,56
AZ,F,2017,Faith,56
AZ,F,2017,Sophie,56
AZ,F,2017,Valeria,56
AZ,F,2017,Adalynn,55
AZ,F,2017,Andrea,55
AZ,F,2017,Bailey,53
AZ,F,2017,Alexandra,52
AZ,F,2017,Ana,51
AZ,F,2017,Arabella,51
AZ,F,2017,Caroline,51
AZ,F,2017,Daisy,51
AZ,F,2017,Genevieve,50
AZ,F,2017,Josephine,50
AZ,F,2017,Lucia,50
AZ,F,2017,Madeline,50
AZ,F,2017,Reagan,50
AZ,F,2017,Adaline,49
AZ,F,2017,Lilly,49
AZ,F,2017,Skylar,49
AZ,F,2017,Izabella,48
AZ,F,2017,Kimberly,48
AZ,F,2017,Raelynn,48
AZ,F,2017,Trinity,48
AZ,F,2017,Aliyah,47
AZ,F,2017,Brianna,47
AZ,F,2017,Eliza,47
AZ,F,2017,Blake,46
AZ,F,2017,Anastasia,45
AZ,F,2017,Peyton,45
AZ,F,2017,Alessandra,44
AZ,F,2017,Katherine,44
AZ,F,2017,Kylie,44
AZ,F,2017,Lydia,44
AZ,F,2017,Taylor,44
AZ,F,2017,Julia,43
AZ,F,2017,Renata,43
AZ,F,2017,Yaretzi,43
AZ,F,2017,Adalyn,42
AZ,F,2017,Alexis,42
AZ,F,2017,Annabelle,42
AZ,F,2017,Daniela,42
AZ,F,2017,Gemma,42
AZ,F,2017,Harley,42
AZ,F,2017,Kamila,42
AZ,F,2017,Nicole,42
AZ,F,2017,Remi,42
AZ,F,2017,Norah,41
AZ,F,2017,Vivian,41
AZ,F,2017,Eden,40
AZ,F,2017,Iris,40
AZ,F,2017,Ivanna,40
AZ,F,2017,Payton,40
AZ,F,2017,Alina,39
AZ,F,2017,Elliana,39
AZ,F,2017,Hayden,39
AZ,F,2017,Mariah,39
AZ,F,2017,Reese,39
AZ,F,2017,Sienna,39
AZ,F,2017,Amara,38
AZ,F,2017,Ariella,38
AZ,F,2017,Clara,38
AZ,F,2017,Destiny,38
AZ,F,2017,Giselle,38
AZ,F,2017,Gracie,38
AZ,F,2017,Mya,38
AZ,F,2017,Alicia,37
AZ,F,2017,Aubree,37
AZ,F,2017,Cecilia,37
AZ,F,2017,Esmeralda,37
AZ,F,2017,Hadley,37
AZ,F,2017,Marley,37
AZ,F,2017,Paige,37
AZ,F,2017,Presley,37
AZ,F,2017,Tatum,37
AZ,F,2017,Charlie,36
AZ,F,2017,Juliette,36
AZ,F,2017,Olive,36
AZ,F,2017,Briella,35
AZ,F,2017,Catalina,35
AZ,F,2017,Elise,35
AZ,F,2017,Jane,35
AZ,F,2017,Jayla,35
AZ,F,2017,Juliet,35
AZ,F,2017,Leia,35
AZ,F,2017,Rose,35
AZ,F,2017,Vivienne,35
AZ,F,2017,Alayna,34
AZ,F,2017,Aspen,34
AZ,F,2017,Avianna,34
AZ,F,2017,Cataleya,34
AZ,F,2017,Isabel,34
AZ,F,2017,Jessica,34
AZ,F,2017,Julianna,34
AZ,F,2017,Juniper,34
AZ,F,2017,Kayla,34
AZ,F,2017,Tessa,34
AZ,F,2017,Vanessa,34
AZ,F,2017,Viviana,34
AZ,F,2017,Alivia,33
AZ,F,2017,Angelina,33
AZ,F,2017,Ariah,33
AZ,F,2017,Aviana,33
AZ,F,2017,Jacqueline,33
AZ,F,2017,Juliana,33
AZ,F,2017,Khloe,33
AZ,F,2017,Vera,33
AZ,F,2017,Amy,32
AZ,F,2017,Leila,32
AZ,F,2017,Lilliana,32
AZ,F,2017,Sara,32
AZ,F,2017,Valerie,32
AZ,F,2017,Alexandria,31
AZ,F,2017,Amina,31
AZ,F,2017,Brynlee,31
AZ,F,2017,Finley,31
AZ,F,2017,Melissa,31
AZ,M,2017,Liam,407
AZ,M,2017,Noah,388
AZ,M,2017,Sebastian,346
AZ,M,2017,Alexander,332
AZ,M,2017,Daniel,299
AZ,M,2017,Julian,299
AZ,M,2017,Oliver,292
AZ,M,2017,Benjamin,274
AZ,M,2017,Logan,272
AZ,M,2017,Michael,269
AZ,M,2017,Elijah,268
AZ,M,2017,Ethan,267
AZ,M,2017,Aiden,261
AZ,M,2017,Mateo,260
AZ,M,2017,James,247
AZ,M,2017,Jacob,244
AZ,M,2017,Santiago,237
AZ,M,2017,Isaac,229
AZ,M,2017,Mason,228
AZ,M,2017,Joseph,224
AZ,M,2017,Luke,224
AZ,M,2017,Angel,223
AZ,M,2017,Wyatt,221
AZ,M,2017,Adrian,220
AZ,M,2017,Jose,215
AZ,M,2017,Isaiah,209
AZ,M,2017,Lucas,208
AZ,M,2017,David,207
AZ,M,2017,William,205
AZ,M,2017,Gabriel,204
AZ,M,2017,Jayden,204
AZ,M,2017,Jackson,202
AZ,M,2017,Matthew,201
AZ,M,2017,Anthony,195
AZ,M,2017,Samuel,194
AZ,M,2017,Christopher,190
AZ,M,2017,Jesus,188
AZ,M,2017,Henry,187
AZ,M,2017,Ezekiel,186
AZ,M,2017,Lincoln,184
AZ,M,2017,Dylan,182
AZ,M,2017,Jonathan,179
AZ,M,2017,Luis,179
AZ,M,2017,Carter,178
AZ,M,2017,Andrew,177
AZ,M,2017,Aaron,172
AZ,M,2017,Levi,170
AZ,M,2017,Christian,167
AZ,M,2017,Ezra,162
AZ,M,2017,Dominic,161
AZ,M,2017,Eli,157
AZ,M,2017,Elias,153
AZ,M,2017,Joshua,153
AZ,M,2017,Xavier,153
AZ,M,2017,Grayson,150
AZ,M,2017,Nathan,150
AZ,M,2017,Caleb,146
AZ,M,2017,Josiah,146
AZ,M,2017,Ian,143
AZ,M,2017,Hunter,142
AZ,M,2017,Owen,142
AZ,M,2017,Asher,141
AZ,M,2017,Jack,140
AZ,M,2017,Damian,134
AZ,M,2017,Jaxon,132
AZ,M,2017,Leonardo,132
AZ,M,2017,John,129
AZ,M,2017,Carlos,126
AZ,M,2017,Ryan,126
AZ,M,2017,Easton,121
AZ,M,2017,Hudson,121
AZ,M,2017,Juan,120
AZ,M,2017,Leo,119
AZ,M,2017,Adam,115
AZ,M,2017,Jeremiah,115
AZ,M,2017,Robert,113
AZ,M,2017,Theodore,112
AZ,M,2017,Diego,111
AZ,M,2017,Carson,110
AZ,M,2017,Charles,108
AZ,M,2017,Landon,107
AZ,M,2017,Evan,103
AZ,M,2017,Nathaniel,103
AZ,M,2017,Adriel,102
AZ,M,2017,Maverick,102
AZ,M,2017,Miguel,102
AZ,M,2017,Connor,101
AZ,M,2017,Thomas,101
AZ,M,2017,Jordan,99
AZ,M,2017,Austin,98
AZ,M,2017,Giovanni,98
AZ,M,2017,Jameson,97
AZ,M,2017,Brayden,96
AZ,M,2017,Francisco,95
AZ,M,2017,Axel,94
AZ,M,2017,Ayden,94
AZ,M,2017,Emiliano,93
AZ,M,2017,Abel,92
AZ,M,2017,Nicholas,92
AZ,M,2017,Gael,91
AZ,M,2017,Ivan,91
AZ,M,2017,Alejandro,90
AZ,M,2017,Micah,88
AZ,M,2017,Roman,88
AZ,M,2017,Greyson,86
AZ,M,2017,Andres,85
AZ,M,2017,Jace,85
AZ,M,2017,Vincent,85
AZ,M,2017,Jaxson,84
AZ,M,2017,Colton,83
AZ,M,2017,Parker,82
AZ,M,2017,Bennett,80
